"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Genes"
"10942","GO:0051049",1.81226464142399e-06,0.999999277429881,57,806,"regulation of transport","BP","Acat2, Actb, Ank2, Arpc2, Atp1a2, Atpif1, Cdk16, Cfl1, Cnih2, Cplx2, Ctnnb1, Dbi, Dnaja1, Fabp5, Fez1, Fis1, Fkbp1a, Gapdh, Glul, Gnai2, Gpm6b, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Mfge8, Mif, Ncs1, Nnat, Pcp4, Pfn2, Ppia, Ppp2ca, Rab11a, Rab3a, Rgcc, Serpine2, Slc25a4, Slc25a5, Snap25, Snca, Sox4, Sptbn1, Stx1a, Sumo1, Tomm7, Tpr, Use1, Usp50, Vamp2, Vsnl1, Ywhae, Ywhah, Ywhaq"
"11178","GO:0051494",1.81912660289961e-06,0.999999670840866,15,90,"negative regulation of cytoskeleton organization","BP","Apc, Arpc2, Capza2, Cfl1, Eml2, Evl, Fgf13, Map1b, Npm1, Pfn2, Snca, Sptbn1, Stmn2, Tmsb10, Tmsb4x"
"3889","GO:0010720",1.97377937877869e-06,0.999999378964192,28,323,"positive regulation of cell development","BP","Arpc2, Atxn1, Bend6, Cfl1, Cldn5, Ctnnb1, Eef1a1, Fdps, Fez1, Hnrnpk, Id2, Map1b, Mapt, Mif, Mmd, Nap1l1, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rheb, Serpine2, Slc25a4, Stmn2, Tubb2b, Ube2v2"
"5877","GO:0030425",1.99824469501826e-06,0.999999316461148,32,402,"dendrite","CC","Apc, Arpc2, Atp1a2, Camk2n1, Cfl1, Cnih2, Cpe, Cplx2, Ctnnb1, Eif5a, Fez1, Fgf13, Gnai2, Gnb1, Hnrnpk, Hpca, Hsp90aa1, Hsp90ab1, Ift20, Kif1a, Kif1b, Map1b, Mapt, Mcrs1, Ncs1, Nrgn, Nsmf, Ptprz1, Rheb, Sumo1, Tubb3, Usp50"
"9625","GO:0045597",2.00954836204229e-06,0.999999266352866,36,462,"positive regulation of cell differentiation","BP","Apc, Arpc2, Atxn1, Bend6, Cfl1, Cldn5, Ctnnb1, Eef1a1, Eif5a, Fdps, Fez1, Hmgb2, Hnrnpk, Hsp90aa1, Hsp90ab1, Id2, Jund, Map1b, Mapt, Mif, Mmd, Nap1l1, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rgcc, Rheb, Serpine2, Slc25a4, Stmn2, Tmsb4x, Tubb2b, Ube2v2"
"11068","GO:0051258",2.01491860197662e-06,0.999999493026223,21,155,"protein polymerization","BP","Apc, Arpc2, Arpc5, Capza2, Cetn3, Cfl1, Eml2, Evl, Fgf13, Gas7, Gpx4, Hsp90aa1, Map1b, Mapt, Nefl, Pfn2, Snca, Sptbn1, Stmn2, Tmsb10, Tmsb4x"
"6801","GO:0032501",2.12501332010723e-06,0.999999228169689,127,2373,"multicellular organismal process","BP","Acat2, Actb, Ank2, Apc, Atp1a2, Atpif1, Atxn1, Basp1, Bend6, Bsg, Ccnd2, Cdk16, Cdk4, Cfl1, Cldn5, Cnih2, Cox7b, Cpe, Cplx2, Crlf1, Ctnnb1, Dbi, Dnaja1, Dnajb6, Edf1, Eef1a1, Eef2, Eif2s2, Evl, Fabp5, Fabp7, Fdps, Fez1, Fgf13, Fkbp1a, Fto, Gapdh, Gas7, Gatm, Gnai2, Gnb1, Gng5, Gpm6a, Gpm6b, Gpx1, Gpx4, H2afz, H3f3a, Hba-a1, Hba-a2, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Id2, Ift20, Jund, Kif1a, Kif1b, Lmo4, Map1b, Mapt, Mfge8, Mif, Mmd, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncald, Ncs1, Ndn, Ndrg2, Ndufa2, Nefl, Nnat, Nsmf, Pcp4, Pcsk1n, Pebp1, Pfdn5, Pfn2, Ppdpf, Ppia, Ppp2ca, Prdx2, Ptgds, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rbp1, Rgcc, Rheb, Rtf1, Sept7, Serpine2, Slc25a4, Snap25, Snca, Sox4, Sptbn1, Stmn2, Stmn3, Stx1a, Sumo1, Top1, Tpt1, Tshz2, Ttc3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Usp50, Vapa, Ywhae, Ywhah, Zfp260"
"2914","GO:0007275",2.16746742468017e-06,0.999999227430423,106,1939,"multicellular organism development","BP","Actb, Apc, Atpif1, Atxn1, Basp1, Bend6, Bsg, Cdk16, Cdk4, Cfl1, Cldn5, Cox7b, Cpe, Cplx2, Crlf1, Ctnnb1, Dbi, Dnajb6, Edf1, Eef1a1, Eef2, Eif2s2, Evl, Fabp7, Fdps, Fez1, Fgf13, Fkbp1a, Fto, Gapdh, Gas7, Gatm, Gnb1, Gng5, Gpm6a, Gpm6b, Gpx1, Gpx4, H2afz, Hba-a1, Hba-a2, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hsp90aa1, Hsp90ab1, Id2, Ift20, Kif1a, Kif1b, Lmo4, Map1b, Mapt, Mfge8, Mif, Mmd, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Ndufa2, Nefl, Nnat, Nsmf, Pcp4, Pebp1, Pfdn5, Ppdpf, Ppia, Ppp2ca, Prdx2, Ptprz1, Qk, Rab11a, Rab18, Rab3a, Rbp1, Rgcc, Rheb, Rtf1, Sept7, Serpine2, Slc25a4, Snap25, Snca, Sox4, Stmn2, Stmn3, Top1, Tshz2, Ttc3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Vapa, Ywhae, Ywhah, Zfp260"
"14026","GO:0097447",2.23040627831227e-06,0.999999232768041,32,404,"dendritic tree","CC","Apc, Arpc2, Atp1a2, Camk2n1, Cfl1, Cnih2, Cpe, Cplx2, Ctnnb1, Eif5a, Fez1, Fgf13, Gnai2, Gnb1, Hnrnpk, Hpca, Hsp90aa1, Hsp90ab1, Ift20, Kif1a, Kif1b, Map1b, Mapt, Mcrs1, Ncs1, Nrgn, Nsmf, Ptprz1, Rheb, Sumo1, Tubb3, Usp50"
"6802","GO:0032502",2.60896514278816e-06,0.999999053933615,120,2247,"developmental process","BP","Actb, Actg1, Ank2, Apc, Arpc2, Atpif1, Atxn1, Basp1, Bend6, Bsg, Cdk16, Cdk4, Cfl1, Cldn5, Cox7b, Cpe, Cplx2, Crlf1, Ctnnb1, Dbi, Dnajb6, Edf1, Eef1a1, Eef1e1, Eef2, Eif2s2, Eif5a, Evl, Fabp7, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fto, Gapdh, Gas7, Gatm, Gnb1, Gng5, Gpm6a, Gpm6b, Gpx1, Gpx4, H2afz, H3f3a, Hba-a1, Hba-a2, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Id2, Ift20, Jund, Kif1a, Kif1b, Lmo4, Map1b, Mapt, Mfge8, Mif, Mmd, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Ndufa2, Nefl, Nnat, Npm1, Nsmf, Pcp4, Pebp1, Pfdn5, Ppdpf, Ppia, Ppp2ca, Prdx2, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rbp1, Rgcc, Rheb, Rtf1, Sept7, Serpine2, Slc25a4, Snap25, Snca, Sox4, Stmn2, Stmn3, Sumo1, Tmsb4x, Top1, Tpt1, Tshz2, Ttc3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Vapa, Ywhae, Ywhah, Zfp260"
"6176","GO:0031175",2.72004946715854e-06,0.999998944573471,40,564,"neuron projection development","BP","Actb, Apc, Bsg, Cdk16, Cfl1, Ctnnb1, Eef1a1, Evl, Fez1, Fgf13, Gas7, Gpm6a, Hnrnpk, Hsp90aa1, Hsp90ab1, Ift20, Map1b, Mapt, Mif, Ncs1, Ndn, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rab3a, Sept7, Serpine2, Snap25, Stmn2, Stmn3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Vapa, Ywhah"
"2099","GO:0005856",2.92063704614392e-06,0.999998780241368,64,953,"cytoskeleton","CC","Actb, Actg1, Akap12, Ank2, Apc, Arl8a, Arpc2, Arpc5, Capza2, Cdk16, Cetn3, Cfl1, Chd3, Cldn5, Clta, Ctnnb1, Dnaja1, Dstn, Dynlt1a, Eef1a1, Eml2, Evl, Fez1, Fgf13, Gabarap, Gapdh, Gas7, Gnai2, Ift20, Kif1a, Kif1b, Map1b, Mapt, Marcks, Mllt11, Myl6, Nav1, Ndn, Nefl, Npm1, Nsmf, Pcp4, Pfn2, Ppp2ca, Ppp2r2b, Rab11a, Rgcc, Sept7, Slc25a5, Snap25, Snca, Sptbn1, Stx1a, Tbca, Tmsb4x, Tpr, Tpt1, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Vapa, Ywhae"
"2782","GO:0007017",3.04459184369918e-06,0.999998905308983,34,372,"microtubule-based process","BP","Ap3s1, Apc, Calm3, Cetn3, Chd3, Cnih2, Ctnnb1, Eml2, Fez1, Fgf13, Gabarap, Gapdh, Ift20, Kif1a, Kif1b, Map1b, Mapt, Nav1, Nefl, Npm1, Rab11a, Rab1a, Snca, Son, Stmn2, Stmn3, Tpr, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Ubb, Uchl1"
"6512","GO:0031967",3.39695931129526e-06,0.999998586204812,64,611,"organelle envelope","CC","Apc, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Calm1, Calm2, Calm3, Ccnd2, Cdk4, Cfl1, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cst3, Ctnnb1, Cycs, Eif5a, Fis1, Gapdh, Gatm, Gpx4, Hadhb, Mdh2, Mgst3, Minos1, Mpc1, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nrgn, Nsmf, Pebp1, Ppp2r2b, Sdhb, Slc25a4, Slc25a5, Smdt1, Snca, Stx1a, Sumo1, Timm8b, Tmem256, Tomm7, Tpr, Tubb5, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Vapa"
"6516","GO:0031975",3.39695931129526e-06,0.999998586204812,64,611,"envelope","CC","Apc, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Calm1, Calm2, Calm3, Ccnd2, Cdk4, Cfl1, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cst3, Ctnnb1, Cycs, Eif5a, Fis1, Gapdh, Gatm, Gpx4, Hadhb, Mdh2, Mgst3, Minos1, Mpc1, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nrgn, Nsmf, Pebp1, Ppp2r2b, Sdhb, Slc25a4, Slc25a5, Smdt1, Snca, Stx1a, Sumo1, Timm8b, Tmem256, Tomm7, Tpr, Tubb5, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Vapa"
"10540","GO:0048666",3.98649356101072e-06,0.999998392864656,42,607,"neuron development","BP","Actb, Apc, Bsg, Cdk16, Cfl1, Ctnnb1, Eef1a1, Evl, Fez1, Fgf13, Gas7, Gpm6a, Hnrnpk, Hsp90aa1, Hsp90ab1, Id2, Ift20, Map1b, Mapt, Mif, Ncs1, Ndn, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rab3a, Sept7, Serpine2, Snap25, Stmn2, Stmn3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Vapa, Ywhah"
"14237","GO:0098794",4.0176494686851e-06,0.999998570375544,32,451,"postsynapse","CC","Actb, Actg1, Ank2, Arpc2, Atp1a2, Camk2n1, Cfl1, Clta, Cnih2, Cplx2, Ctnnb1, Fabp5, Gapdh, Hnrnpk, Hpca, Kif1a, Map1b, Mapt, Ncs1, Nefl, Nrgn, Nsmf, Pfn2, Ppp2ca, Psma7, Ptprz1, Rab11a, Rheb, Snap25, Sptbn1, Stx1a, Usp50"
"14444","GO:0099177",4.1693488606246e-06,0.999998797681956,23,265,"regulation of trans-synaptic signaling","BP","Akap12, Cfl1, Cnih2, Cplx2, Dbi, Fabp5, Glul, Gnai2, Hnrnpk, Hras, Mapt, Ncs1, Nrgn, Nsmf, Pfn2, Rab11a, Rab3a, Serpine2, Snap25, Snca, Stx1a, Tubb2b, Vamp2"
"13176","GO:0071944",4.85713440664585e-06,0.99999780869159,85,1545,"cell periphery","CC","Actb, Akap12, Ank2, Apc, Arf5, Arpc2, Atp1a2, Atp6v1g1, Basp1, Bsg, Calm1, Calm2, Calm3, Camk2n1, Capza2, Cd81, Cdk14, Cdk16, Cfl1, Cldn5, Cldnd1, Clta, Cnih2, Cpe, Crlf1, Ctnnb1, Dbi, Dstn, Eef1a1, Eef2, Eri3, Fabp5, Fabp7, Fez1, Fgf13, Gabarap, Gapdh, Gas7, Ggt7, Gnai2, Gnb1, Gng2, Gng5, Gpm6a, Gpm6b, Hint1, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Marcks, Marcksl1, Mcf2l, Mfge8, Ncs1, Nisch, Nrgn, Nsmf, Pdap1, Ppp2ca, Ptprz1, Rab11a, Rab18, Rab3a, Sdhb, Sept7, Serinc1, Serpine2, Snap25, Snca, Sptbn1, Stx1a, Stx7, Sumo1, Tubb3, Uap1, Uchl1, Usp50, Vamp2, Vapa, Ywhae, Ywhah"
"14020","GO:0097435",5.00911481229411e-06,0.999998309618641,29,307,"supramolecular fiber organization","BP","Actg1, Apc, Arpc2, Arpc5, Capza2, Cetn3, Cfl1, Cst3, Dnajb6, Dstn, Eml2, Evl, Fgf13, Fkbp1a, Gas7, Hsp90ab1, Map1b, Mapt, Marcks, Nefl, Pfn2, Rab11a, Rgcc, Snca, Sptbn1, Stmn2, Stmn3, Tmsb10, Tmsb4x"
"15164","GO:1901880",5.40543977149648e-06,0.999999424744071,9,48,"negative regulation of protein depolymerization","BP","Apc, Arpc2, Capza2, Cfl1, Evl, Fgf13, Map1b, Sptbn1, Stmn2"
"9063","GO:0043624",6.09396700960185e-06,0.999999025257497,12,79,"cellular protein complex disassembly","BP","Apc, Arpc2, Capza2, Cfl1, Dstn, Eif5a, Evl, Fgf13, Map1b, Sptbn1, Stmn2, Stmn3"
"99","GO:0000226",6.45482506056849e-06,0.999997983364797,25,263,"microtubule cytoskeleton organization","BP","Apc, Calm3, Cetn3, Chd3, Ctnnb1, Eml2, Fgf13, Gabarap, Gapdh, Map1b, Mapt, Nav1, Nefl, Npm1, Rab11a, Snca, Son, Stmn2, Stmn3, Tpr, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"13332","GO:0072384",6.63627008759495e-06,0.999999051285441,11,60,"organelle transport along microtubule","BP","Ap3s1, Cnih2, Fez1, Kif1a, Kif1b, Map1b, Mapt, Nefl, Rab1a, Ubb, Uchl1"
"10943","GO:0051050",6.69140927657678e-06,0.999997388247131,37,433,"positive regulation of transport","BP","Acat2, Ank2, Arpc2, Atpif1, Cfl1, Dbi, Fez1, Fis1, Gapdh, Glul, Gnai2, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Mfge8, Mif, Ncs1, Nnat, Pcp4, Ppia, Rab3a, Rgcc, Slc25a4, Snap25, Snca, Sox4, Sptbn1, Stx1a, Sumo1, Tomm7, Tpr, Usp50, Vamp2, Vsnl1, Ywhae"
"11043","GO:0051222",6.79760038230314e-06,0.999998200975759,20,162,"positive regulation of protein transport","BP","Arpc2, Fis1, Gapdh, Glul, Hpca, Hras, Hsp90aa1, Hsp90ab1, Mif, Nnat, Ppia, Rgcc, Sox4, Sptbn1, Tomm7, Tpr, Usp50, Vamp2, Vsnl1, Ywhae"
"15465","GO:1902904",6.931580678768e-06,0.999998680923233,14,88,"negative regulation of supramolecular fiber organization","BP","Apc, Arpc2, Capza2, Cfl1, Eml2, Evl, Fgf13, Map1b, Pfn2, Snca, Sptbn1, Stmn2, Tmsb10, Tmsb4x"
"6137","GO:0031090",7.53238107008944e-06,0.999996350438593,77,950,"organelle membrane","CC","Apc, Arl8a, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Bsg, Calm1, Calm2, Calm3, Ccnd2, Cdk4, Cfl1, Clta, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cpe, Cst3, Ctnnb1, Fis1, Fkbp1a, Gabarap, Gapdh, Gatm, Gnb1, Gpx4, Hadhb, Hsp90ab1, Kif1b, Mdh2, Minos1, Mpc1, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nrgn, Nsmf, Pebp1, Ppp2r2b, Rab1a, Rab3a, Sdhb, Slc25a4, Slc25a5, Smdt1, Snca, Ssr4, Stard3nl, Stx1a, Stx7, Sumo1, Timm8b, Tmem256, Tomm7, Tpr, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Usp50, Vamp2, Vapa"
"4471","GO:0016043",7.58744827891366e-06,0.999995948975621,148,2682,"cellular component organization","BP","Actb, Actg1, Anapc11, Ank2, Apc, Arpc2, Arpc5, Atpif1, Bsg, Calm3, Capza2, Ccnd2, Cd81, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cox7a2, Cox7a2l, Cplx2, Cst3, Ctnnb1, Dctpp1, Dnajb6, Dstn, Eef1a1, Eif5a, Eml2, Evl, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Gabarap, Gapdh, Gas7, Glul, Gnb1, Gpm6a, Gpm6b, Gpx1, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hba-a1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Id2, Ift20, Lmo4, Lsm4, Malat1, Map1b, Mapt, Marcks, Mcrs1, Mfge8, Mif, Mllt11, Mt3, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Ndufa1, Ndufa11, Ndufa2, Ndufb8, Ndufb9, Nefl, Nisch, Npm1, Nsmf, Nucks1, Pcp4, Pebp1, Pfdn2, Pfn2, Ppia, Ppp2ca, Ppp2r2b, Psmg4, Ptma, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rgcc, Rheb, Rtf1, Sept7, Serpine2, Slc25a4, Slc25a5, Smyd2, Snap25, Snca, Sncb, Snrpd1, Snrpd2, Snrpe, Son, Sptbn1, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Sumo1, Tbca, Tmsb10, Tmsb4x, Tomm7, Top1, Tpr, Trappc2l, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Ubb, Ube2v2, Uchl1, Uqcrb, Uqcrh, Use1, Usp47, Usp50, Vamp2, Vapa, Ywhah"
"14492","GO:0099537",8.000537899063e-06,0.999997325326803,27,351,"trans-synaptic signaling","BP","Akap12, Atxn1, Cfl1, Cnih2, Cplx2, Ctnnb1, Dbi, Fabp5, Glul, Gnai2, Hnrnpk, Hras, Kif1b, Mapt, Ncs1, Nrgn, Nsmf, Pfn2, Rab11a, Rab3a, Serpine2, Snap25, Snca, Sncb, Stx1a, Tubb2b, Vamp2"
"4335","GO:0015631",8.04634583265409e-06,0.999997755533635,21,185,"tubulin binding","MF","Apc, Cetn3, Eml2, Fez1, Fgf13, Gabarap, Gapdh, Kif1a, Kif1b, Map1b, Mapt, Ncald, Ndn, Rab11a, Snca, Sncb, Stmn2, Stmn3, Tbca, Tpr, Vapa"
"11071","GO:0051261",8.79353197952427e-06,0.999998687040337,11,68,"protein depolymerization","BP","Apc, Arpc2, Capza2, Cfl1, Dstn, Evl, Fgf13, Map1b, Sptbn1, Stmn2, Stmn3"
"14361","GO:0098978",9.31874972292011e-06,0.99999692762422,26,339,"glutamatergic synapse","CC","Actb, Arpc2, Cfl1, Clta, Cnih2, Cplx2, Eef1d, Gapdh, Gpm6a, Hnrnpk, Hpca, Hras, Ncs1, Ndrg2, Nrgn, Nsmf, Pfn2, Ptprz1, Rab11a, Rheb, Sept7, Snap25, Sptbn1, Stx1a, Ywhae, Ywhah"
"9289","GO:0044422",9.33185909260119e-06,0.999995463573445,198,3600,"organelle part","CC","Acat2, Actb, Actg1, Anapc11, Anapc13, Ank2, Ap3s1, Apc, Arl8a, Arpc2, Arpc5, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atxn1, Banf1, Basp1, Bsg, Calm1, Calm2, Calm3, Capza2, Ccnd2, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cmpk1, Cnih2, Cops6, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cpe, Cst3, Ctnnb1, Cycs, Dbi, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1d, Eef1e1, Eif5a, Eml2, Fau, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fto, Gabarap, Gapdh, Gas7, Gatm, Gnai2, Gnb1, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hint1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hsp90aa1, Hsp90ab1, Hspe1, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcks, Mcrs1, Mdh2, Mgst3, Mif, Minos1, Mllt11, Mocs2, Mpc1, Myl6, Nav1, Ndn, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nedd8, Nefl, Nenf, Npm1, Nrgn, Nsmf, Nucks1, Pcp4, Pcsk1n, Pebp1, Polr1d, Ppig, Ppp2ca, Ppp2r2b, Ptprz1, Rab11a, Rab18, Rab1a, Rab3a, Rbp1, Rcn2, Rgcc, Rheb, Rnf187, Rtf1, Rtn1, Scoc, Sdhb, Sec62, Sept7, Serinc1, Slc25a4, Slc25a5, Smdt1, Snap25, Snca, Snrpd1, Snrpd2, Snrpe, Snrpg, Snrpn, Son, Sox4, Sptbn1, Sptssa, Srrm2, Srsf3, Ssr4, Stard3nl, Stx1a, Stx7, Sumo1, Tbca, Thoc7, Timm8b, Tmem256, Tomm7, Top1, Tpr, Tpt1, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Uap1, Ube2v2, Uchl1, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Usp50, Vamp2, Vapa, Ywhae, Zfp260"
"8864","GO:0043242",9.54417820312052e-06,0.999998902936873,9,50,"negative regulation of protein complex disassembly","BP","Apc, Arpc2, Capza2, Cfl1, Evl, Fgf13, Map1b, Sptbn1, Stmn2"
"1255","GO:0003746",9.9328132920365e-06,0.999999532147026,6,14,"translation elongation factor activity","MF","Eef1a1, Eef1b2, Eef1d, Eef1g, Eef2, Eif5a"
"14491","GO:0099536",1.09411502235032e-05,0.999996273485959,27,357,"synaptic signaling","BP","Akap12, Atxn1, Cfl1, Cnih2, Cplx2, Ctnnb1, Dbi, Fabp5, Glul, Gnai2, Hnrnpk, Hras, Kif1b, Mapt, Ncs1, Nrgn, Nsmf, Pfn2, Rab11a, Rab3a, Serpine2, Snap25, Snca, Sncb, Stx1a, Tubb2b, Vamp2"
"10791","GO:0050804",1.0970349454783e-05,0.999996729543172,22,264,"modulation of chemical synaptic transmission","BP","Akap12, Cfl1, Cnih2, Cplx2, Dbi, Glul, Gnai2, Hnrnpk, Hras, Mapt, Ncs1, Nrgn, Nsmf, Pfn2, Rab11a, Rab3a, Serpine2, Snap25, Snca, Stx1a, Tubb2b, Vamp2"
"6653","GO:0032272",1.11891784953254e-05,0.999998354238119,11,48,"negative regulation of protein polymerization","BP","Arpc2, Capza2, Cfl1, Eml2, Evl, Pfn2, Snca, Sptbn1, Stmn2, Tmsb10, Tmsb4x"
"10580","GO:0048731",1.1576804153213e-05,0.99999385200025,93,1723,"system development","BP","Actb, Apc, Atpif1, Atxn1, Basp1, Bend6, Bsg, Cdk16, Cdk4, Cfl1, Cldn5, Cox7b, Cpe, Cplx2, Crlf1, Ctnnb1, Dbi, Dnajb6, Eef1a1, Eef2, Eif2s2, Evl, Fabp7, Fdps, Fez1, Fgf13, Fkbp1a, Fto, Gas7, Gnb1, Gng5, Gpm6a, Gpm6b, Gpx1, Hba-a1, Hba-a2, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hsp90aa1, Hsp90ab1, Id2, Ift20, Kif1a, Lmo4, Map1b, Mapt, Mfge8, Mif, Mmd, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Nefl, Nnat, Nsmf, Pcp4, Pebp1, Pfdn5, Ppia, Ppp2ca, Prdx2, Ptprz1, Qk, Rab11a, Rab3a, Rbp1, Rgcc, Rheb, Sept7, Serpine2, Slc25a4, Snap25, Snca, Sox4, Stmn2, Stmn3, Ttc3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Vapa, Ywhae, Ywhah"
"2730","GO:0006928",1.23832473669872e-05,0.99999434885238,50,727,"movement of cell or subcellular component","BP","Actb, Ank2, Ap3s1, Apc, Arpc2, Arpc5, Atp1a2, Bsg, Cd81, Cfl1, Cnih2, Ctnnb1, Dnaja1, Dstn, Evl, Fez1, Fgf13, Gnai2, Gpm6a, Gpx1, Hmgb2, Hras, Hsp90aa1, Ift20, Kif1a, Kif1b, Lmo4, Map1b, Mapt, Mif, Myl6, Naca, Nav1, Ndn, Nefl, Nisch, Nsmf, Pfn2, Ptprz1, Rab11a, Rab1a, Rgcc, Sumo1, Tmsb10, Tmsb4x, Tubb2b, Tubb3, Ubb, Uchl1, Ywhae"
"7079","GO:0032990",1.35682606407e-05,0.999995218132724,28,380,"cell part morphogenesis","BP","Actb, Apc, Bsg, Cfl1, Ctnnb1, Evl, Fez1, Fgf13, Fis1, Gas7, Gpm6a, Hnrnpk, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Ndn, Nefl, Nsmf, Ptprz1, Rab11a, Rab3a, Sept7, Tubb2b, Tubb3, Ubb, Uchl1, Ywhah"
"10609","GO:0048812",1.37509859364119e-05,0.999995353073407,26,357,"neuron projection morphogenesis","BP","Actb, Apc, Bsg, Cfl1, Ctnnb1, Evl, Fgf13, Gas7, Gpm6a, Hnrnpk, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Ndn, Nefl, Nsmf, Ptprz1, Rab11a, Rab3a, Sept7, Tubb2b, Tubb3, Ubb, Uchl1, Ywhah"
"11258","GO:0051656",1.38987192129757e-05,0.999995671906283,23,262,"establishment of organelle localization","BP","Ap3s1, Cnih2, Cplx2, Ctnnb1, Fez1, Kif1a, Kif1b, Map1b, Mapt, Ncs1, Nefl, Npm1, Pfn2, Rab11a, Rab1a, Rab3a, Snap25, Snca, Stard3nl, Stx1a, Ubb, Uchl1, Vamp2"
"11250","GO:0051646",1.39186184010134e-05,0.999998895999084,7,30,"mitochondrion localization","BP","Fez1, Kif1b, Map1b, Mapt, Nefl, Ubb, Uchl1"
