"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Genes"
"11056","GO:0051239",2.11425810409897e-06,0.999999236894347,102,1161,"regulation of multicellular organismal process","BP","Agap2, Apc, Atp1a2, Atxn1, Bend6, Bmpr1a, Cald1, Calr, Cd200, Cd24a, Cdk4, Cfl1, Cldn5, Cnih2, Cpe, Creb1, Crmp1, Ctla2a, Ctnnb1, Cux2, Ddah1, Dpysl2, Eef1a1, Eif4g1, Eif4g2, Fabp5, Fez1, Fgf13, Fkbp1b, Gap43, Gapdh, Gatm, Gdi1, Gnai2, Gnas, Gng5, Gpx1, Gsk3b, Gstp1, H2afy, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Jund, Kdm5b, Lgals1, Lrrc24, Map1b, Map2, Mapt, Mef2c, Metrn, Mif, Mmd, Mmp14, Mt3, N4bp2l2, Naca, Ncl, Ncs1, Nme2, Nsmf, Numbl, Pcm1, Pcp4, Pebp1, Pfn1, Pfn2, Pglyrp1, Pin1, Plk2, Ppp1r16b, Prdx2, Prkaca, Ptgds, Ptprz1, Rab11a, Ranbp1, Rbp1, Rheb, Rhoa, Rorb, Rtn4, Serpine2, Slc25a4, Smap1, Snap25, Snca, Sparc, Spry2, Stk25, Stmn2, Stx1a, Sumo1, Tmem176b, Ttc3, Tubb2b, Ube2v2, Ywhah, Ywhaz, Zfp706"
"8402","GO:0042127",2.20395880724986e-06,0.99999908363387,63,568,"regulation of cell proliferation","BP","AY036118, Agap2, Anp32b, Apc, Atxn1, Bmpr1a, Brk1, Calr, Camk2n1, Cav2, Ccnd2, Cd200, Cd24a, Cd81, Cdk4, Chd5, Creb1, Cst3, Ctnnb1, Ctsl, Ddah1, Eef1e1, Eif4g1, Eif5a, Erdr1, Fth1, Gnai2, Gnas, Gng5, Gpx1, Gsk3b, Gstp1, Hmgn1, Hras, Ift74, Kdm5b, Malat1, Marcksl1, Med25, Mef2c, Mif, N4bp2l2, Naca, Ndufs4, Nme2, Npm1, Pin1, Ppp1r16b, Prkaca, Ptgds, Ptprz1, Rgs5, Rhoa, Rnf187, Rtn4, S100a11, Serpine2, Sox4, Sparc, Spry2, Srpk2, Trim24, Ybx1"
"11714","GO:0060284",2.57581960509707e-06,0.999998971244996,54,528,"regulation of cell development","BP","Atxn1, Bend6, Bmpr1a, Calr, Cd24a, Cfl1, Cldn5, Creb1, Crmp1, Ctnnb1, Cux2, Dpysl2, Eef1a1, Eif4g1, Eif4g2, Fez1, Fgf13, Fkbp1b, Gdi1, Gsk3b, Hnrnpk, Lgals1, Map1b, Map2, Mapt, Mef2c, Metrn, Mif, Mmd, Mt3, Naca, Ncs1, Nme2, Nsmf, Numbl, Pcm1, Pcp4, Pin1, Plk2, Ptprz1, Rab11a, Ranbp1, Rheb, Rhoa, Rtn4, Serpine2, Slc25a4, Snap25, Stk25, Stmn2, Ttc3, Tubb2b, Ube2v2, Ywhah"
"11057","GO:0051240",3.02208430134564e-06,0.999998713038048,66,670,"positive regulation of multicellular organismal process","BP","Agap2, Apc, Atxn1, Bend6, Bmpr1a, Calr, Cd200, Cd24a, Cfl1, Creb1, Ctnnb1, Cux2, Ddah1, Eef1a1, Eif4g1, Eif4g2, Fabp5, Fez1, Fkbp1b, Gapdh, Gatm, Gdi1, Gnai2, Gnas, Gsk3b, H2afy, Hnrnpk, Hras, Hsp90aa1, Jund, Kdm5b, Lrrc24, Map1b, Mapt, Mef2c, Metrn, Mif, Mmd, Mmp14, N4bp2l2, Naca, Ncl, Nme2, Nsmf, Numbl, Pcp4, Pfn1, Pin1, Plk2, Ppp1r16b, Prdx2, Ptprz1, Rab11a, Ranbp1, Rheb, Rhoa, Rtn4, Serpine2, Slc25a4, Smap1, Sparc, Stk25, Stmn2, Stx1a, Tubb2b, Ube2v2"
"10764","GO:0050767",3.09205927950521e-06,0.999998700863847,50,483,"regulation of neurogenesis","BP","Atxn1, Bend6, Bmpr1a, Calr, Cd24a, Cfl1, Creb1, Crmp1, Ctnnb1, Cux2, Dpysl2, Eef1a1, Eif4g1, Eif4g2, Fez1, Fgf13, Fkbp1b, Gdi1, Gsk3b, Hnrnpk, Lgals1, Map1b, Map2, Mapt, Mef2c, Metrn, Mif, Mmd, Mt3, Ncs1, Nme2, Nsmf, Numbl, Pcm1, Pcp4, Plk2, Ptprz1, Rab11a, Ranbp1, Rheb, Rhoa, Rtn4, Serpine2, Snap25, Stk25, Stmn2, Ttc3, Tubb2b, Ube2v2, Ywhah"
"1405","GO:0004129",3.16600074313082e-06,0.999999783826614,11,15,"cytochrome-c oxidase activity","MF","Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4"
"4201","GO:0015002",3.16600074313082e-06,0.999999783826614,11,15,"heme-copper terminal oxidase activity","MF","Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4"
"4742","GO:0016676",3.16600074313082e-06,0.999999783826614,11,15,"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor","MF","Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4"
"7007","GO:0032880",3.47371584888129e-06,0.999998516801306,52,465,"regulation of protein localization","BP","Actb, Ap2m1, Apc, Arhgdig, Cav2, Cd200, Cfl1, Ctnnb1, Dnaja1, Dnajb6, Dynll1, Epha5, Fis1, Fkbp1a, Fkbp1b, Gapdh, Gdi1, Glud1, Gsk3b, H2afy, Hmgn3, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Map1a, Map2, Mapt, Mif, Mmd, Mmp14, Ncl, Ndufaf2, Nnat, Npm1, Oxct1, Pcm1, Pin1, Ppfia1, Ppia, Prkaca, Rab11a, Rab11b, Rtn4, Snap25, Sox4, Stx7, Tmbim6, Tomm7, Vamp2, Vsnl1, Ywhae"
"12356","GO:0065008",3.68074186700281e-06,0.999998195702763,131,1556,"regulation of biological quality","BP","Ap2m1, Apc, Aprt, Arpc5, Atp1a2, Atp6v1g1, Atxn1, Brk1, Calr, Camkv, Capza2, Cd24a, Cd81, Cdk4, Cfl1, Cirbp, Cnih2, Cpe, Cplx2, Creb1, Crym, Ctnnb1, Cux2, Ddah1, Dpysl2, Dstn, Dynll1, Eif4g1, Eif4g2, Eif5a, Epha5, Fabp5, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fth1, Gap43, Gapdh, Gas7, Gatm, Gdi1, Glud1, Gnai2, Gnas, Gnb1, Gpx1, Gsk3b, Hba-a1, Hba-a2, Hmgn3, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Kdm5b, Lamtor1, Lamtor5, Lars, Lin7b, Lrrc24, Ly6e, Malat1, Map1a, Map1b, Map2, Mapt, Mef2c, Mif, Mllt11, Mt2, Mt3, Ncs1, Ndufaf2, Nenf, Nnat, Npm1, Npy, Nrgn, Nrxn2, Nsg1, Nsmf, Oxct1, Pcsk1n, Pebp1, Pfn1, Pfn2, Pin1, Plk2, Prdx1, Prdx2, Prkaca, Prpf40a, Rab11a, Rab11b, Rab1a, Rab3a, Rab3d, Rbp1, Rheb, Rhoa, Rtn4, Serpine2, Slc1a3, Slc25a4, Slc6a11, Smap1, Smdt1, Snap25, Snca, Sox4, Sparc, Sparcl1, Stmn1, Stx1a, Sugt1, Sumo1, Tmbim6, Tmsb10, Tmsb4x, Tomm7, Trim24, Tubb5, Ubb, Ube2v2, Vamp2, Vsnl1, Ybx1, Ywhae, Ywhah, Ywhaz"
"7006","GO:0032879",3.89349191480556e-06,0.999998159730381,103,1149,"regulation of localization","BP","Actb, Ap2m1, Apc, Arhgdig, Atp1a2, Bmpr1a, Calr, Cav2, Cd200, Cd81, Cfl1, Cnih2, Cplx2, Creb1, Ctnnb1, Cxcl14, Dnaja1, Dnajb6, Dpysl2, Dusp3, Dynll1, Epha5, Erdr1, Fabp5, Fez1, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fxyd6, Gapdh, Gdi1, Glud1, Gnai2, Gnas, Gsk3b, H2afy, Hmgn3, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Kdm5b, Lamtor1, Lmo4, Map1a, Map1b, Map2, Mapt, Mef2c, Mif, Mlc1, Mmd, Mmp14, Ncl, Ncs1, Ndufaf2, Nisch, Nnat, Npm1, Nsmf, Oxct1, Pcm1, Pcp4, Pfn1, Pfn2, Pin1, Plk2, Ppfia1, Ppia, Prkaca, Ptprz1, Rab11a, Rab11b, Rab3a, Rab3d, Rhoa, Rtn4, Serpine2, Slc25a4, Slc9a3r2, Smap1, Snap25, Snca, Sox4, Sparc, Spry2, Sst, Stmn1, Stx1a, Stx7, Sumo1, Tmbim6, Tmsb10, Tmsb4x, Tomm7, Tubb2b, Use1, Vamp2, Vsnl1, Ywhae, Ywhah, Ywhaq"
"14237","GO:0098794",4.05935108365359e-06,0.999998331143472,46,451,"postsynapse","CC","Actb, Actg1, Adgra1, Atp1a2, Cald1, Camk2n1, Camkv, Cfl1, Clta, Cnih2, Cplx2, Ctnnb1, Dlgap4, Eif4g1, Eif4g2, Fabp5, Fxyd6, Gap43, Gapdh, Gsk3b, Hnrnpk, Kif1a, Lin7b, Map1a, Map1b, Map2, Mapt, Ncs1, Nrgn, Nsg1, Nsmf, Pfn1, Pfn2, Pin1, Prkaca, Psma7, Ptprz1, Rab11a, Rheb, Rhoa, Rtn4, Slc1a3, Slc6a11, Snap25, Stx1a, Ywhaz"
"10766","GO:0050769",4.24022022666365e-06,0.999998421980045,35,296,"positive regulation of neurogenesis","BP","Atxn1, Bend6, Cd24a, Cfl1, Ctnnb1, Cux2, Eef1a1, Eif4g1, Eif4g2, Fez1, Fkbp1b, Gdi1, Gsk3b, Hnrnpk, Map1b, Mapt, Mef2c, Metrn, Mif, Mmd, Nme2, Nsmf, Numbl, Pcp4, Ptprz1, Rab11a, Ranbp1, Rheb, Rhoa, Rtn4, Serpine2, Stk25, Stmn2, Tubb2b, Ube2v2"
"10984","GO:0051128",5.11891065796272e-06,0.999997546521928,108,1259,"regulation of cellular component organization","BP","Anapc5, Ap2m1, Apc, Arpc5, Brk1, Calr, Camkv, Capza2, Ccnd2, Cd24a, Cd81, Cfl1, Cirbp, Cplx2, Creb1, Crmp1, Ctnnb1, Ctsl, Cux2, Dnajb6, Dpysl2, Dstn, Dusp3, Dynll1, Eef1a1, Eif4g1, Eif4g2, Eif5a, Epha5, Fez1, Fgf13, Fis1, Fkbp1b, Gap43, Gas7, Gdi1, Gpx1, Gsk3b, H2afy, H3f3a, Hnrnpk, Hras, Hsp90aa1, Ift20, Igfbp7, Igfbpl1, Lamtor1, Lgals1, Lmo4, Lrrc24, Malat1, Map1a, Map1b, Map2, Mapt, Med25, Mef2c, Metrn, Mif, Mllt11, Mmp14, Ncs1, Nme2, Npm1, Nsmf, Numbl, Pcp4, Pebp1, Pfn1, Pfn2, Pin1, Plk2, Ppfia1, Prkaca, Prpf40a, Ptprz1, Rab11a, Rab3a, Ranbp1, Rheb, Rhoa, Rtf1, Rtn4, Serpine2, Slc25a4, Smap1, Snap25, Snca, Sparc, Sparcl1, Spry2, Stk25, Stmn1, Stmn2, Stmn3, Stx1a, Sub1, Sumo1, Tmsb10, Tmsb4x, Tomm7, Ttc3, Tubb2b, Tubb4a, Tubb5, Ube2v2, Ywhah, Ywhaz"
"4741","GO:0016675",5.52370431039136e-06,0.999999552546181,11,16,"oxidoreductase activity, acting on a heme group of donors","MF","Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4"
"12370","GO:0070033",5.62575400804915e-06,1,4,4,"synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex","CC","Cplx2, Snap25, Stx1a, Vamp2"
"5682","GO:0030030",6.31052298180409e-06,0.999996965445943,71,750,"cell projection organization","BP","Actb, Apc, Arpc5, Bhlhe22, Brk1, Bsg, Cd24a, Cfl1, Chl1, Creb1, Crmp1, Ctnnb1, Cux2, Dpysl2, Dynll1, Eef1a1, Eif4g2, Epha5, Fez1, Fgf13, Fkbp1b, Gap43, Gas7, Gdi1, Gsk3b, Hnrnpk, Hprt, Hras, Hsp90aa1, Hsp90ab1, Ift20, Ift74, Kif5c, Lgals1, Map1a, Map1b, Map2, Mapt, Mef2c, Metrn, Mif, Ncs1, Nme2, Nsmf, Numbl, Pcm1, Pcp4, Pfn1, Pfn2, Plk2, Ptprz1, Rab11a, Rab3a, Ranbp1, Rhoa, Rtn4, Serpine2, Snap25, Spry2, Stk25, Stmn1, Stmn2, Stmn3, Tubb2b, Tubb3, Tubb4a, Ubb, Ube2v2, Uchl1, Vapa, Ywhah"
"6269","GO:0031346",7.49917257537529e-06,0.999997264173129,32,259,"positive regulation of cell projection organization","BP","Apc, Brk1, Cd24a, Cfl1, Cux2, Dynll1, Eef1a1, Eif4g2, Fez1, Fkbp1b, Gdi1, Gsk3b, Hnrnpk, Hras, Hsp90aa1, Map1b, Mapt, Metrn, Mif, Nme2, Numbl, Pcp4, Pfn1, Ptprz1, Rab11a, Ranbp1, Rtn4, Serpine2, Stk25, Stmn2, Tubb2b, Ube2v2"
"11756","GO:0060341",7.86306521680291e-06,0.999996439979198,52,500,"regulation of cellular localization","BP","Actb, Ap2m1, Apc, Cav2, Cfl1, Cnih2, Cplx2, Ctnnb1, Dnaja1, Dynll1, Epha5, Fez1, Fis1, Fkbp1a, Fkbp1b, Gdi1, Gsk3b, H2afy, Hmgn3, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Map1a, Map1b, Map2, Mapt, Mef2c, Mlc1, Mmp14, Ncs1, Ndufaf2, Npm1, Oxct1, Pcm1, Pfn2, Pin1, Ppfia1, Prkaca, Rab11a, Rab11b, Rab3a, Rtn4, Snca, Stx1a, Stx7, Tmbim6, Tomm7, Use1, Vamp2, Vsnl1, Ywhae"
"9672","GO:0045666",7.89900522794154e-06,0.999997158595366,31,255,"positive regulation of neuron differentiation","BP","Bend6, Cd24a, Cfl1, Cux2, Eef1a1, Eif4g1, Eif4g2, Fez1, Fkbp1b, Gdi1, Gsk3b, Hnrnpk, Map1b, Mapt, Mef2c, Metrn, Mif, Mmd, Nme2, Numbl, Pcp4, Ptprz1, Rab11a, Ranbp1, Rhoa, Rtn4, Serpine2, Stk25, Stmn2, Tubb2b, Ube2v2"
"1932","GO:0005515",7.91405809939354e-06,0.999995465141618,277,3768,"protein binding","MF","Actb, Actg1, Agap2, Agl, Anapc5, Anp32a, Anp32b, Ap2m1, Ap2s1, Apc, Arf5, Arhgdig, Arpc5, Arpp21, Atp1a2, Atp6v1g1, Atxn1, Atxn7l3b, Banf1, Basp1, Bex2, Bhlhe22, Bmpr1a, Bod1, Brk1, Bsg, Cald1, Calm1, Calm2, Calm3, Calr, Camk2n1, Camkv, Capza2, Cav2, Cbx3, Ccnd2, Cd200, Cd24a, Cd81, Cdk4, Cfl1, Chchd2, Chd3, Chd5, Chl1, Cldn5, Clta, Cops6, Cox6b1, Cpe, Cplx2, Creb1, Crmp1, Crym, Cst3, Ctnnb1, Ctsl, Cxcl14, Cycs, Dlgap4, Dnaja1, Dnajb6, Dok5, Dpysl2, Dstn, Dusp3, Dynll1, Dynlt1a, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef2, Eif2s2, Eif3c, Eif3f, Eif3m, Eif4g1, Eif4g2, Eif5a, Emid1, Epha5, Fabp5, Fau, Fez1, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fth1, Gabarap, Gap43, Gapdh, Gas7, Gdi1, Glud1, Gnai2, Gnas, Gnb1, Gng5, Gpx1, Gpx4, Gsk3b, Gstp1, Gtf2a2, H2afy, Hba-a1, Hba-a2, Hbb-bs, Hccs, Hist1h2bc, Hist3h2ba, Hivep1, Hmgn1, Hnrnpk, Hprt, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Idh1, Ift20, Ift74, Igfbp7, Igfbpl1, Jund, Kctd13, Kdm5b, Kif1a, Kif21a, Kif5c, Kifc2, Ktn1, Lamtor1, Lamtor5, Lgals1, Lin7b, Lmo4, Lsm4, Lsm7, Ly6e, Malat1, Map1a, Map1b, Map2, Mapt, Marcksl1, Mdh2, Med25, Mef2c, Mif, Mlc1, Mmp14, Morf4l1, Mphosph8, N4bp2l2, Naca, Ncl, Ncs1, Nedd8, Nenf, Nisch, Nme2, Nmral1, Npm1, Npy, Nrgn, Nrxn2, Nsg1, Nsmf, Olig1, Oxct1, Pcm1, Pcp4, Pdap1, Pebp1, Pfdn5, Pfn1, Pfn2, Pglyrp1, Pin1, Plk2, Polr1d, Ppfia1, Ppia, Ppp1r13b, Prdx1, Prdx2, Prkaca, Prpf40a, Psma7, Ptma, Ptprz1, Rab11a, Rab11b, Rab1a, Rab3a, Rab3d, Ranbp1, Rcn2, Rheb, Rhoa, Rnf152, Rorb, Rph3a, Rrbp1, Rtf1, Rtn4, S100a11, Serpine2, Slc14a2, Slc1a3, Slc25a4, Slc9a3r2, Smap1, Smarcc2, Snap25, Snca, Sncb, Snrpb, Son, Sox4, Sparc, Spry2, Srpk2, Srsf3, Sst, Stard3nl, Stk25, Stmn1, Stmn2, Stmn3, Stx1a, Stx7, Sub1, Sumo1, Taf10, Tbca, Tbcc, Thoc7, Tiam2, Tmbim6, Tmem176b, Tmsb10, Tmsb4x, Top1, Tprgl, Tpt1, Trappc2, Trim24, Ttc3, Tuba1b, Tubb2b, Tubb3, Tubb5, Uba52, Ubb, Ubc, Ube2d2a, Ube2d3, Ube2v2, Uchl1, Ugp2, Usp22, Vamp2, Vapa, Vps29, Wdfy1, Yaf2, Ybx1, Ywhae, Ywhah, Ywhaq, Ywhaz, Zfp106, Zwint"
"3698","GO:0010033",7.93906819347389e-06,0.999995926435072,91,1009,"response to organic substance","BP","Actb, Actg1, Agl, Apc, Atp1a2, Bmpr1a, Calr, Cav2, Cd24a, Cd81, Cdk4, Cfl1, Cldn5, Creb1, Ctnnb1, Cux2, Dnaja1, Dok5, Dusp3, Dynll1, Eef1a1, Eef1b2, Eef1e1, Eif4a2, Epha5, Fis1, Fkbp1a, Fkbp1b, Gapdh, Gatm, Gnai2, Gnas, Gpx1, Gsk3b, Gstp1, Hba-a1, Hmgn3, Hnrnpk, Hprt, Hsp90aa1, Hsp90ab1, Idh1, Ifngr2, Jund, Kdm5b, Lamtor1, Lamtor5, Lars, Ly6e, Map2, Mapt, Mef2c, Mif, Mlc1, Mmp14, Mpc1, Mt3, Ncl, Ndufaf2, Ndufs4, Nedd8, Nnat, Npm1, Nsmf, Numbl, Oxct1, Pebp1, Pin1, Prdx2, Prkaca, Rab11b, Ranbp1, Rbp1, Rhoa, Rorb, Slc1a3, Snca, Sox4, Sparc, Spry2, Srsf3, Stmn2, Tmbim6, Trim24, Tuba1b, Vamp2, Vsnl1, Ybx1, Ywhah, Zcchc18, Zfp106"
"5796","GO:0030235",9.2119686137329e-06,0.999999826052395,5,7,"nitric-oxide synthase regulator activity","MF","Calm1, Calm2, Calm3, Dynll1, Hsp90aa1"
"14667","GO:0120036",9.48349922771189e-06,0.999995420968945,69,731,"plasma membrane bounded cell projection organization","BP","Actb, Apc, Arpc5, Bhlhe22, Brk1, Bsg, Cd24a, Cfl1, Chl1, Creb1, Crmp1, Ctnnb1, Cux2, Dpysl2, Dynll1, Eef1a1, Eif4g2, Epha5, Fez1, Fgf13, Fkbp1b, Gap43, Gas7, Gdi1, Gsk3b, Hnrnpk, Hprt, Hras, Hsp90aa1, Hsp90ab1, Ift20, Ift74, Kif5c, Lgals1, Map1a, Map1b, Map2, Mapt, Mef2c, Metrn, Mif, Ncs1, Nme2, Nsmf, Numbl, Pcm1, Pcp4, Pfn1, Pfn2, Plk2, Ptprz1, Rab11a, Rab3a, Ranbp1, Rhoa, Rtn4, Serpine2, Snap25, Stk25, Stmn1, Stmn2, Stmn3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Vapa, Ywhah"
"10780","GO:0050789",1.01183021729971e-05,0.999994187329413,283,3916,"regulation of biological process","BP","AY036118, Abcf1, Actb, Adgra1, Agap2, Anapc5, Anp32b, Ap2m1, Apc, Arhgdig, Arpc5, Atp1a2, Atxn1, Atxn7l3b, Banf1, Basp1, Bend6, Bex2, Bhlhe22, Bmpr1a, Bod1, Brk1, Cald1, Calm3, Calr, Camk2n1, Camkv, Camta1, Capza2, Cav2, Cbx3, Ccnd2, Cd200, Cd24a, Cd81, Cdk4, Cfl1, Chchd2, Chd5, Chl1, Cirbp, Cldn5, Cnih2, Cox7a2, Cox7a2l, Cpe, Cplx2, Creb1, Crmp1, Crym, Cst3, Ctla2a, Ctnnb1, Ctsl, Cux2, Cxcl14, Cycs, Dda1, Ddah1, Dnaja1, Dnajb6, Dok5, Dpysl2, Dstn, Dusp3, Dynll1, Eef1a1, Eef1d, Eef1e1, Eef2, Eif3c, Eif3k, Eif4a2, Eif4g1, Eif4g2, Eif5a, Emid1, Epha5, Erdr1, Fabp5, Fabp7, Fez1, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fth1, Fxyd6, Gabarap, Gap43, Gapdh, Gas7, Gatm, Gdi1, Glud1, Gnai2, Gnas, Gnb1, Gng5, Gpx1, Gpx4, Gsk3b, Gstp1, Gtf2a2, H2afy, H3f3a, Hivep1, Hmgn1, Hmgn3, Hmgn5, Hnrnpk, Hprt, Hras, Hsp90aa1, Hsp90ab1, Idh1, Idh3g, Ifngr2, Ift20, Ift74, Igfbp7, Igfbpl1, Jund, Kctd13, Kdm5b, Lamtor1, Lamtor5, Lars, Lgals1, Lmo4, Lrrc24, Lsm4, Lsm7, Ly6e, Malat1, Map1a, Map1b, Map2, Mapt, Marcksl1, Med25, Mef2c, Meg3, Metrn, Mif, Mlc1, Mllt11, Mmd, Mmp14, Mn1, Morf4l1, Mphosph8, Mt2, Mt3, N4bp2l2, Naca, Ncl, Ncs1, Ndufaf2, Ndufs4, Nedd8, Nenf, Nisch, Nme2, Nnat, Npm1, Npy, Nrgn, Nrxn2, Nsg1, Nsmf, Numbl, Olig1, Oxct1, Pantr1, Pcm1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn5, Pfn1, Pfn2, Pglyrp1, Pin1, Plk2, Plpp1, Pou3f1, Ppfia1, Ppia, Ppp1r13b, Ppp1r14c, Ppp1r16b, Prdx1, Prdx2, Prkaca, Prpf40a, Ptgds, Ptprz1, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Ranbp1, Rbp1, Rgs17, Rgs5, Rheb, Rhoa, Rnf152, Rnf187, Rorb, Rtf1, Rtn4, S100a11, Serpine2, Slc1a3, Slc25a4, Slc9a3r2, Smap1, Smarcc2, Snap25, Snca, Sncb, Son, Sox4, Sparc, Sparcl1, Spry2, Srpk2, Srsf3, Ssb, Sst, Stk25, Stmn1, Stmn2, Stmn3, Stx1a, Stx7, Sub1, Sumo1, Taf10, Tcf25, Tiam2, Tmbim6, Tmem176b, Tmsb10, Tmsb4x, Tomm7, Top1, Tpt1, Trappc2, Trim24, Ttc3, Tubb2b, Tubb4a, Tubb5, Ubb, Ube2e2, Ube2v2, Uchl1, Use1, Usp22, Vamp2, Vapa, Vsnl1, Wdfy1, Wsb2, Xist, Ybx1, Ypel3, Ywhae, Ywhah, Ywhaq, Ywhaz, Zcchc18, Zfp106, Zfp704, Zfp706, Zwint"
"11389","GO:0051962",1.06165452570072e-05,0.999995791051555,36,325,"positive regulation of nervous system development","BP","Atxn1, Bend6, Cd24a, Cfl1, Ctnnb1, Cux2, Eef1a1, Eif4g1, Eif4g2, Fez1, Fkbp1b, Gdi1, Gsk3b, Hnrnpk, Lrrc24, Map1b, Mapt, Mef2c, Metrn, Mif, Mmd, Nme2, Nsmf, Numbl, Pcp4, Ptprz1, Rab11a, Ranbp1, Rheb, Rhoa, Rtn4, Serpine2, Stk25, Stmn2, Tubb2b, Ube2v2"
"6819","GO:0032535",1.10603177696969e-05,0.999996200093885,28,203,"regulation of cellular component size","BP","Ap2m1, Arpc5, Brk1, Capza2, Cdk4, Cfl1, Creb1, Dpysl2, Dstn, Eif4g2, Fgf13, Gdi1, Gsk3b, Hsp90aa1, Hsp90ab1, Lamtor5, Lars, Map1b, Map2, Mapt, Npm1, Pfn1, Pfn2, Rab11a, Rhoa, Rtn4, Tmsb10, Tmsb4x"
"9415","GO:0044877",1.13763814824029e-05,0.999994443242555,63,599,"protein-containing complex binding","MF","Abcf1, Apc, Arpc5, Atp5d, Atp5o, Brk1, Calr, Capza2, Cd81, Cdk4, Cfl1, Clta, Ctnnb1, Ctsl, Dstn, Eef2, Eif1b, Eif3c, Eif3k, Eif5a, Fis1, Fkbp1a, Gas7, Gnai2, Gnas, Gnb1, Gsk3b, H2afy, H3f3a, Hmgn1, Hmgn3, Hmgn5, Hnrnpk, Malat1, Map1a, Map1b, Mapt, Mif, Mlc1, Mmp14, Ndufa4, Nisch, Nme2, Npm1, Plk2, Prkaca, Rph3a, Rtn4, Snca, Snrpb, Snrpd1, Snrpe, Snrpg, Sparc, Sparcl1, Stx7, Top1, Tubb5, Uqcrh, Vamp2, Xist, Ywhae, Ywhaz"
"4051","GO:0010975",1.18178883356058e-05,0.999995166362152,38,344,"regulation of neuron projection development","BP","Cd24a, Cfl1, Crmp1, Cux2, Dpysl2, Eef1a1, Eif4g2, Fez1, Fgf13, Fkbp1b, Gdi1, Gsk3b, Hnrnpk, Lgals1, Map1b, Map2, Mapt, Mef2c, Metrn, Mif, Ncs1, Nme2, Nsmf, Numbl, Pcp4, Plk2, Ptprz1, Rab11a, Ranbp1, Rhoa, Rtn4, Serpine2, Snap25, Stk25, Stmn2, Tubb2b, Ube2v2, Ywhah"
"291","GO:0000902",1.21758153521636e-05,0.99999440232298,50,510,"cell morphogenesis","BP","Actb, Apc, Bhlhe22, Bsg, Calr, Cfl1, Chl1, Creb1, Crmp1, Ctnnb1, Cux2, Dpysl2, Eif4g2, Epha5, Fgf13, Gap43, Gas7, Gdi1, Gsk3b, Hnrnpk, Hprt, Hsp90aa1, Hsp90ab1, Kif5c, Map1a, Map1b, Map2, Mapt, Mef2c, Metrn, Nsmf, Numbl, Prpf40a, Ptprz1, Rab11a, Rab1a, Rab3a, Rhoa, Rtn4, Slc1a3, Sparc, Stk25, Stmn1, Tbcc, Ttc3, Tubb2b, Tubb3, Ubb, Uchl1, Ywhah"
"13571","GO:0090066",1.27814458017541e-05,0.999995383465429,30,227,"regulation of anatomical structure size","BP","Ap2m1, Arpc5, Atp1a2, Brk1, Capza2, Cdk4, Cfl1, Creb1, Dpysl2, Dstn, Eif4g2, Fgf13, Gdi1, Gpx1, Gsk3b, Hsp90aa1, Hsp90ab1, Lamtor5, Lars, Map1b, Map2, Mapt, Npm1, Pfn1, Pfn2, Rab11a, Rhoa, Rtn4, Tmsb10, Tmsb4x"
"12386","GO:0070069",1.35763387188907e-05,0.999998344259864,12,21,"cytochrome complex","CC","Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6b1, Cox7b, Cox7c, Cox8a, Ndufa4, Uqcrb, Uqcrh, Uqcrq"
